team,pitchers_used,pitcher_age,era,innings_pitched,p_hits,p_runs,earned_runs,homeruns_allowed,walks_allowed,p_strikeouts,saves,hbp,era_plus,whip,hits_per_nine,hr_per_nine,walks_per_nine,so_per_nine,so_walk,p_left_on_base,year
COL,26,28.5,4.84,1431.0,1528,818,770,173,531,1074,24,54,88,1.439,9.6,1.1,3.3,6.8,2.02,1137,2014.0
DET,30,28.5,4.01,1454.0,1475,705,648,127,462,1244,41,42,97,1.332,9.1,0.8,2.9,7.7,2.69,1124,2014.0
HOU,28,27.9,4.11,1438.2,1437,723,657,139,484,1137,31,52,94,1.335,9.0,0.9,3.0,7.1,2.35,1115,2014.0
KCR,23,28.9,3.51,1450.2,1386,624,565,128,440,1168,53,56,113,1.259,8.6,0.8,2.7,7.2,2.65,1125,2014.0
LAA,31,28.4,3.58,1482.2,1307,630,590,126,504,1342,46,63,101,1.221,7.9,0.8,3.1,8.1,2.66,1101,2014.0
LAD,25,29.9,3.40,1464.2,1338,617,554,142,429,1373,47,41,103,1.206,8.2,0.9,2.6,8.4,3.20,1064,2014.0
MIA,25,26.4,3.78,1457.2,1481,674,613,114,458,1190,42,49,98,1.330,9.1,0.7,2.8,7.3,2.60,1170,2014.0
MIL,21,29.0,3.67,1457.2,1386,657,594,167,431,1246,45,42,103,1.247,8.6,1.0,2.7,7.7,2.89,1076,2014.0
MIN,23,29.2,4.57,1435.0,1588,777,728,147,408,1031,38,45,86,1.391,10.0,0.9,2.6,6.5,2.53,1130,2014.0
NYM,22,28.9,3.49,1463.2,1370,618,568,141,509,1303,42,50,99,1.284,8.4,0.9,3.1,8.0,2.56,1161,2014.0
NYY,33,29.3,3.75,1453.0,1392,664,605,164,398,1370,48,65,103,1.232,8.6,1.0,2.5,8.5,3.44,1091,2014.0
OAK,23,28.2,3.22,1463.1,1269,572,524,147,406,1244,31,48,116,1.145,7.8,0.9,2.5,7.7,3.06,1010,2014.0
PHI,26,30.1,3.79,1468.1,1396,687,619,134,521,1255,40,69,99,1.306,8.6,0.8,3.2,7.7,2.41,1169,2014.0
PIT,23,28.1,3.47,1456.1,1341,631,562,128,499,1228,48,88,103,1.263,8.3,0.8,3.1,7.6,2.46,1130,2014.0
SDP,24,28.8,3.27,1438.2,1300,577,523,117,462,1284,41,46,104,1.225,8.1,0.7,2.9,8.0,2.78,1113,2014.0
SEA,20,29.0,3.17,1452.0,1240,554,512,137,463,1317,51,52,115,1.173,7.7,0.8,2.9,8.2,2.84,1064,2014.0
SFG,21,31.7,3.50,1449.0,1305,614,564,133,389,1211,46,57,99,1.169,8.1,0.8,2.4,7.5,3.11,986,2014.0
STL,24,27.2,3.50,1448.2,1321,603,564,123,470,1221,55,61,104,1.236,8.2,0.8,2.9,7.6,2.60,1120,2014.0
TBR,23,28.4,3.56,1463.2,1292,625,579,145,482,1437,37,58,105,1.212,7.9,0.9,3.0,8.8,2.98,1115,2014.0
TEX,41,27.9,4.49,1426.1,1510,773,711,160,505,1110,33,61,89,1.413,9.5,1.0,3.2,7.0,2.20,1143,2014.0
TOR,27,29.6,4.00,1443.0,1400,686,642,151,490,1199,45,57,95,1.310,8.7,0.9,3.1,7.5,2.45,1135,2014.0
WSN,18,28.3,3.03,1470.2,1351,555,495,110,352,1288,45,51,124,1.158,8.3,0.7,2.2,7.9,3.66,1053,2014.0
ARI,27,27.1,4.04,1466.2,1450,713,659,182,500,1215,44,48,102,1.330,8.9,1.1,3.1,7.5,2.43,1144,2015.0
ATL,37,26.6,4.41,1425.1,1462,760,698,170,550,1148,44,53,88,1.412,9.2,1.1,3.5,7.2,2.09,1120,2015.0
BAL,22,28.3,4.05,1434.2,1406,693,646,174,483,1233,43,54,102,1.317,8.8,1.1,3.0,7.7,2.55,1088,2015.0
BOS,26,28.6,4.31,1448.1,1486,753,694,178,478,1218,40,62,100,1.356,9.2,1.1,3.0,7.6,2.55,1127,2015.0
CHC,29,29.3,3.36,1461.1,1276,608,546,134,407,1431,48,46,114,1.152,7.9,0.8,2.5,8.8,3.52,1005,2015.0
CHW,24,27.8,3.98,1452.2,1443,701,643,162,474,1359,37,62,98,1.320,8.9,1.0,2.9,8.4,2.87,1122,2015.0
CIN,28,27.3,4.33,1453.1,1436,754,700,177,544,1252,35,58,92,1.362,8.9,1.1,3.4,7.8,2.30,1157,2015.0
CLE,27,27.3,3.67,1432.2,1274,640,584,161,425,1407,38,48,117,1.186,8.0,1.0,2.7,8.8,3.31,966,2015.0
COL,30,28.7,5.04,1426.1,1579,844,799,183,579,1112,36,48,92,1.513,10.0,1.2,3.7,7.0,1.92,1185,2015.0
DET,27,28.7,4.64,1447.0,1491,803,746,193,489,1100,35,46,86,1.368,9.3,1.2,3.0,6.8,2.25,1044,2015.0
HOU,24,29.4,3.57,1441.0,1308,618,572,148,423,1280,39,43,110,1.201,8.2,0.9,2.6,8.0,3.03,1024,2015.0
KCR,24,30.0,3.73,1452.0,1372,641,601,155,489,1160,56,52,112,1.282,8.5,1.0,3.0,7.2,2.37,1115,2015.0
LAA,25,28.3,3.94,1440.2,1355,675,630,166,466,1221,46,71,96,1.264,8.5,1.0,2.9,7.6,2.62,1099,2015.0
LAD,31,28.1,3.44,1445.2,1317,595,553,145,395,1396,47,38,107,1.184,8.2,0.9,2.5,8.7,3.53,1000,2015.0
MIA,29,27.3,4.02,1427.0,1374,678,638,141,508,1152,35,52,95,1.319,8.7,0.9,3.2,7.3,2.27,1091,2015.0
MIL,26,28.4,4.28,1435.0,1432,737,682,176,517,1260,40,55,93,1.358,9.0,1.1,3.2,7.9,2.44,1106,2015.0
MIN,24,29.1,4.07,1443.0,1506,700,653,163,413,1046,45,41,100,1.330,9.4,1.0,2.6,6.5,2.53,1110,2015.0
NYM,26,28.2,3.43,1462.2,1341,613,557,152,383,1337,50,44,111,1.179,8.3,0.9,2.4,8.2,3.49,1045,2015.0
NYY,33,27.4,4.03,1457.2,1416,698,652,182,474,1370,48,56,101,1.297,8.7,1.1,2.9,8.5,2.89,1120,2015.0
OAK,30,27.8,4.14,1444.2,1402,729,664,172,474,1179,28,47,94,1.299,8.7,1.1,3.0,7.3,2.49,1065,2015.0
PHI,30,28.5,4.69,1436.1,1592,809,749,191,488,1153,35,61,82,1.448,10.0,1.2,3.1,7.2,2.36,1214,2015.0
PIT,21,29.6,3.21,1489.2,1392,596,532,110,453,1338,54,75,121,1.239,8.4,0.7,2.7,8.1,2.95,1150,2015.0
SDP,26,29.1,4.09,1440.1,1371,731,655,171,516,1393,41,54,91,1.310,8.6,1.1,3.2,8.7,2.70,1041,2015.0
SEA,28,28.6,4.16,1463.0,1430,726,677,181,491,1283,45,70,92,1.313,8.8,1.1,3.0,7.9,2.61,1108,2015.0
SFG,21,31.5,3.72,1444.1,1344,627,597,155,431,1165,41,50,103,1.229,8.4,1.0,2.7,7.3,2.70,1049,2015.0
STL,23,28.2,2.94,1464.2,1359,525,478,123,477,1329,62,45,134,1.254,8.4,0.8,2.9,8.2,2.79,1215,2015.0
TBR,27,26.7,3.74,1453.1,1314,642,604,175,477,1355,60,46,105,1.232,8.1,1.1,3.0,8.4,2.84,1067,2015.0
TEX,31,28.1,4.24,1442.2,1459,733,680,171,508,1095,45,63,100,1.363,9.1,1.1,3.2,6.8,2.16,1154,2015.0
TOR,28,29.2,3.80,1441.0,1353,670,609,173,397,1117,34,59,108,1.214,8.5,1.1,2.5,7.0,2.81,991,2015.0
WSN,26,28.6,3.62,1434.2,1366,635,577,145,364,1342,41,55,110,1.206,8.6,0.9,2.3,8.4,3.69,1036,2015.0
ARI,29,26.4,5.09,1451.1,1563,890,821,202,603,1318,31,57,88,1.492,9.7,1.3,3.7,8.2,2.19,1193,2016.0
ATL,35,26.4,4.51,1447.2,1414,779,725,177,547,1227,39,70,92,1.355,8.8,1.1,3.4,7.6,2.24,1128,2016.0
BAL,27,27.9,4.22,1432.0,1408,715,671,183,545,1248,54,51,102,1.364,8.8,1.2,3.4,7.8,2.29,1111,2016.0
BOS,26,29.0,4.00,1439.2,1342,694,640,176,490,1362,43,65,112,1.273,8.4,1.1,3.1,8.5,2.78,1060,2016.0
CHC,26,29.9,3.15,1459.2,1125,556,511,163,495,1441,38,63,133,1.110,6.9,1.0,3.1,8.9,2.91,998,2016.0
CHW,28,28.6,4.10,1446.2,1422,715,659,185,521,1270,43,68,99,1.343,8.8,1.2,3.2,7.9,2.44,1141,2016.0
CIN,32,27.1,4.91,1442.0,1457,854,786,258,636,1241,28,78,87,1.451,9.1,1.6,4.0,7.7,1.95,1168,2016.0
CLE,27,28.1,3.84,1445.0,1330,676,617,186,461,1398,37,34,118,1.239,8.3,1.2,2.9,8.7,3.03,1022,2016.0
COL,25,27.7,4.91,1429.1,1532,860,779,181,547,1223,37,70,99,1.455,9.6,1.1,3.4,7.7,2.24,1141,2016.0
DET,23,29.0,4.24,1428.0,1417,721,672,182,462,1232,47,51,101,1.316,8.9,1.1,2.9,7.8,2.67,1043,2016.0
HOU,23,28.9,4.06,1468.0,1441,701,663,181,453,1396,44,39,97,1.290,8.8,1.1,2.8,8.6,3.08,1075,2016.0
KCR,21,29.9,4.21,1440.0,1433,712,674,206,517,1287,41,60,102,1.354,9.0,1.3,3.2,8.0,2.49,1150,2016.0
LAA,30,28.4,4.28,1421.1,1480,727,676,208,498,1136,29,56,94,1.392,9.4,1.3,3.2,7.2,2.28,1129,2016.0
LAD,31,28.9,3.70,1453.0,1266,638,598,165,464,1510,47,53,109,1.191,7.8,1.0,2.9,9.4,3.25,1017,2016.0
MIA,31,28.0,4.05,1435.0,1358,682,646,152,595,1379,55,61,98,1.361,8.5,1.0,3.7,8.6,2.32,1177,2016.0
MIL,27,28.1,4.08,1434.1,1450,733,650,178,532,1175,46,66,105,1.382,9.1,1.1,3.3,7.4,2.21,1152,2016.0
MIN,29,28.3,5.08,1443.0,1617,889,814,221,479,1191,26,41,83,1.453,10.1,1.4,3.0,7.4,2.49,1096,2016.0
NYM,22,28.4,3.57,1447.0,1397,617,574,152,439,1396,55,35,113,1.269,8.7,0.9,2.7,8.7,3.18,1109,2016.0
NYY,29,27.9,4.16,1428.1,1358,702,660,214,444,1393,48,57,104,1.262,8.6,1.3,2.8,8.8,3.14,1036,2016.0
OAK,27,27.9,4.51,1433.1,1459,761,718,185,464,1188,42,50,91,1.342,9.2,1.2,2.9,7.5,2.56,1083,2016.0
PHI,27,26.3,4.63,1437.0,1468,796,739,213,466,1299,43,51,91,1.346,9.2,1.3,2.9,8.1,2.79,1057,2016.0
PIT,32,28.6,4.21,1450.2,1490,758,679,180,533,1232,51,68,99,1.395,9.2,1.1,3.3,7.6,2.31,1182,2016.0
SDP,32,28.1,4.43,1440.0,1425,770,708,183,569,1222,35,53,90,1.385,8.9,1.1,3.6,7.6,2.15,1138,2016.0
SEA,32,28.8,4.00,1457.0,1410,707,647,213,460,1318,49,55,102,1.283,8.7,1.3,2.8,8.1,2.87,1069,2016.0
SFG,25,30.0,3.65,1460.1,1334,631,593,158,439,1309,43,46,109,1.214,8.2,1.0,2.7,8.1,2.98,1037,2016.0
STL,21,28.0,4.08,1448.1,1432,712,656,159,475,1290,38,52,100,1.317,8.9,1.0,3.0,8.0,2.72,1107,2016.0
TBR,25,26.9,4.20,1426.1,1395,713,665,210,491,1357,42,32,96,1.322,8.8,1.3,3.1,8.6,2.76,1084,2016.0
TEX,31,28.8,4.37,1443.0,1441,757,700,201,534,1154,56,53,104,1.369,9.0,1.3,3.3,7.2,2.16,1100,2016.0
TOR,29,29.8,3.78,1459.1,1340,666,613,183,461,1314,43,59,113,1.234,8.3,1.1,2.8,8.1,2.85,1069,2016.0
WSN,24,29.1,3.51,1459.2,1272,612,570,155,468,1476,46,57,122,1.192,7.8,1.0,2.9,9.1,3.15,1044,2016.0
ARI,23,28.7,3.66,1441.0,1309,659,586,171,516,1482,43,38,128,1.266,8.2,1.1,3.2,9.3,2.87,1090,2017.0
ATL,26,29.4,4.72,1441.1,1463,821,756,192,584,1258,36,70,93,1.420,9.1,1.2,3.6,7.9,2.15,1161,2017.0
BAL,26,28.2,4.97,1441.0,1505,841,795,242,579,1233,35,60,88,1.446,9.4,1.5,3.6,7.7,2.13,1129,2017.0
BOS,27,28.4,3.70,1482.1,1384,668,610,195,465,1580,39,49,123,1.247,8.4,1.2,2.8,9.6,3.40,1102,2017.0
CHC,28,30.8,3.95,1447.1,1294,695,636,194,554,1439,38,66,112,1.277,8.0,1.2,3.4,8.9,2.60,1071,2017.0
CHW,31,28.7,4.78,1421.2,1384,820,755,242,632,1193,25,68,90,1.418,8.8,1.5,4.0,7.6,1.89,1115,2017.0
CIN,31,27.6,5.17,1430.0,1442,869,821,248,631,1300,33,77,87,1.450,9.1,1.6,4.0,8.2,2.06,1127,2017.0
CLE,20,28.9,3.30,1440.2,1267,564,529,163,406,1614,37,45,138,1.161,7.9,1.0,2.5,10.1,3.98,980,2017.0
COL,21,27.0,4.51,1437.2,1453,757,721,190,532,1270,47,50,112,1.381,9.1,1.2,3.3,8.0,2.39,1107,2017.0
DET,29,28.3,5.36,1420.1,1587,894,846,218,538,1202,32,61,84,1.496,10.1,1.4,3.4,7.6,2.23,1143,2017.0
HOU,27,28.5,4.12,1446.0,1314,700,662,192,522,1593,45,70,99,1.270,8.2,1.2,3.2,9.9,3.05,1073,2017.0
KCR,29,30.3,4.61,1437.2,1480,791,737,196,519,1216,39,52,97,1.390,9.3,1.2,3.2,7.6,2.34,1114,2017.0
LAA,31,29.1,4.20,1440.2,1373,709,672,224,470,1312,43,44,102,1.279,8.6,1.4,2.9,8.2,2.79,999,2017.0
LAD,26,29.7,3.38,1444.2,1226,580,543,184,442,1549,51,40,123,1.155,7.6,1.1,2.8,9.6,3.50,1011,2017.0
MIA,24,28.7,4.82,1442.2,1450,822,772,193,627,1202,34,75,83,1.440,9.0,1.2,3.9,7.5,1.92,1168,2017.0
MIL,30,28.3,4.00,1445.2,1381,697,642,185,553,1346,54,64,110,1.338,8.6,1.2,3.4,8.4,2.43,1130,2017.0
MIN,36,29.6,4.59,1436.0,1487,788,732,224,483,1166,42,69,97,1.372,9.3,1.4,3.0,7.3,2.41,1109,2017.0
NYM,29,27.5,5.01,1434.2,1538,863,799,220,593,1374,34,55,83,1.485,9.6,1.4,3.7,8.6,2.32,1211,2017.0
NYY,25,27.8,3.72,1448.2,1248,660,599,192,504,1560,36,53,121,1.209,7.8,1.2,3.1,9.7,3.10,1072,2017.0
OAK,28,27.9,4.67,1431.0,1444,826,743,210,502,1202,35,61,90,1.360,9.1,1.3,3.2,7.6,2.39,1048,2017.0
PHI,31,26.8,4.55,1441.0,1471,782,729,221,527,1309,33,63,95,1.387,9.2,1.4,3.3,8.2,2.48,1130,2017.0
PIT,24,27.1,4.22,1440.2,1464,731,676,182,511,1262,36,58,101,1.371,9.1,1.1,3.2,7.9,2.47,1155,2017.0
SDP,32,27.7,4.67,1430.2,1417,816,742,226,554,1325,45,75,90,1.378,8.9,1.4,3.5,8.3,2.39,1061,2017.0
SEA,40,27.8,4.46,1440.1,1399,772,713,237,490,1244,39,53,94,1.312,8.7,1.5,3.1,7.8,2.54,1039,2017.0
SFG,22,28.9,4.50,1452.0,1515,776,726,182,496,1234,32,50,95,1.385,9.4,1.1,3.1,7.6,2.49,1155,2017.0
STL,25,28.3,4.01,1450.1,1393,705,646,183,493,1351,43,67,106,1.300,8.6,1.1,3.1,8.4,2.74,1097,2017.0
TBR,31,27.6,3.97,1445.0,1324,704,638,193,503,1352,53,48,106,1.264,8.2,1.2,3.1,8.4,2.69,1060,2017.0
TEX,31,28.8,4.66,1434.1,1443,816,742,214,559,1107,29,74,103,1.396,9.1,1.3,3.5,6.9,1.98,1092,2017.0
TOR,34,28.8,4.42,1465.0,1460,784,720,203,549,1372,45,48,102,1.371,9.0,1.2,3.4,8.4,2.50,1137,2017.0
WSN,24,30.1,3.88,1446.2,1300,672,623,189,495,1457,46,60,116,1.241,8.1,1.2,3.1,9.1,2.94,1056,2017.0
ARI,30,29.6,3.72,1463.0,1313,644,605,174,522,1448,39,57,113,1.254,8.1,1.1,3.2,8.9,2.77,1106,2018.0
ATL,35,27.7,3.75,1456.2,1236,657,607,153,635,1423,40,52,110,1.284,7.6,0.9,3.9,8.8,2.24,1128,2018.0
BAL,30,27.1,5.18,1431.0,1552,892,824,234,589,1203,28,67,83,1.496,9.8,1.5,3.7,7.6,2.04,1155,2018.0
BOS,23,28.9,3.75,1458.2,1305,647,608,176,512,1558,46,84,118,1.246,8.1,1.1,3.2,9.6,3.04,1143,2018.0
CHC,35,30.2,3.65,1476.1,1319,645,598,157,622,1333,46,66,115,1.315,8.0,1.0,3.8,8.1,2.14,1190,2018.0
CHW,31,27.6,4.83,1437.0,1404,848,771,196,653,1259,34,89,88,1.431,8.8,1.2,4.1,7.9,1.93,1180,2018.0
CIN,32,27.1,4.63,1441.0,1491,819,741,228,532,1258,38,50,90,1.404,9.3,1.4,3.3,7.9,2.36,1137,2018.0
CLE,27,29.4,3.77,1457.1,1349,648,611,200,407,1544,41,59,115,1.205,8.3,1.2,2.5,9.5,3.79,1051,2018.0
COL,21,27.9,4.33,1452.1,1377,745,699,184,525,1409,51,52,109,1.310,8.5,1.1,3.3,8.7,2.68,1052,2018.0
DET,27,28.6,4.58,1425.1,1423,796,726,216,491,1215,37,60,98,1.343,9.0,1.4,3.1,7.7,2.47,1058,2018.0
HOU,22,30.0,3.11,1455.0,1164,534,503,152,435,1687,46,66,134,1.099,7.2,0.9,2.7,10.4,3.88,1014,2018.0
KCR,27,27.6,4.94,1432.0,1542,833,786,205,549,1157,33,51,88,1.460,9.7,1.3,3.5,7.3,2.11,1155,2018.0
LAA,35,27.5,4.15,1437.1,1353,722,662,205,546,1386,35,65,102,1.321,8.5,1.3,3.4,8.7,2.54,1074,2018.0
LAD,31,29.2,3.38,1476.0,1279,610,554,179,422,1565,48,61,115,1.152,7.8,1.1,2.6,9.5,3.71,1058,2018.0
MIA,29,27.6,4.76,1442.0,1388,809,762,192,605,1249,30,71,81,1.382,8.7,1.2,3.8,7.8,2.06,1101,2018.0
MIL,30,28.8,3.73,1461.0,1259,659,606,173,553,1428,49,61,110,1.240,7.8,1.1,3.4,8.8,2.58,1072,2018.0
MIN,36,28.5,4.50,1443.1,1425,775,721,198,573,1377,37,80,96,1.384,8.9,1.2,3.6,8.6,2.40,1182,2018.0
NYM,30,28.0,4.07,1460.2,1364,707,661,185,484,1446,41,71,92,1.265,8.4,1.1,3.0,8.9,2.99,1089,2018.0
NYY,27,28.8,3.78,1456.1,1311,669,611,177,494,1634,49,58,112,1.239,8.1,1.1,3.1,10.1,3.31,1103,2018.0
OAK,34,29.2,3.81,1465.2,1303,674,621,184,474,1237,44,53,109,1.212,8.0,1.1,2.9,7.6,2.61,1028,2018.0
PHI,31,26.8,4.14,1445.2,1366,728,665,171,500,1465,44,60,100,1.291,8.5,1.1,3.1,9.1,2.93,1073,2018.0
PIT,24,26.5,4.00,1434.0,1380,693,637,174,497,1336,40,69,98,1.309,8.7,1.1,3.1,8.4,2.69,1149,2018.0
SDP,30,27.7,4.40,1457.0,1430,767,713,185,519,1399,36,68,88,1.338,8.8,1.1,3.2,8.6,2.70,1116,2018.0
SEA,32,29.0,4.13,1448.2,1396,711,664,195,400,1328,60,72,99,1.240,8.7,1.2,2.5,8.3,3.32,1016,2018.0
SFG,27,28.6,3.95,1461.1,1387,699,641,156,524,1269,36,45,97,1.308,8.5,1.0,3.2,7.8,2.42,1108,2018.0
STL,30,26.7,3.85,1455.1,1354,691,622,144,593,1337,43,67,101,1.338,8.4,0.9,3.7,8.3,2.25,1214,2018.0
TBR,31,27.1,3.74,1448.1,1236,646,602,164,501,1421,52,53,110,1.199,7.7,1.0,3.1,8.8,2.84,1001,2018.0
TEX,32,30.4,4.92,1431.0,1516,848,783,222,491,1121,42,72,97,1.403,9.5,1.4,3.1,7.1,2.28,1090,2018.0
TOR,36,29.3,4.85,1433.2,1476,832,772,208,551,1298,39,67,88,1.414,9.3,1.3,3.5,8.1,2.36,1132,2018.0
WSN,31,30.2,4.04,1446.0,1320,682,649,198,487,1417,40,76,106,1.250,8.2,1.2,3.0,8.8,2.91,1067,2018.0
ARI,27,28.6,4.25,1465.0,1400,743,691,220,516,1427,45,62,106,1.308,8.6,1.4,3.2,8.8,2.77,1092,2019.0
ATL,32,27.5,4.19,1450.2,1421,743,675,203,548,1393,44,69,111,1.357,8.8,1.3,3.4,8.6,2.54,1148,2019.0
BAL,39,27.3,5.59,1443.0,1544,981,897,305,561,1248,27,80,83,1.459,9.6,1.9,3.5,7.8,2.22,1086,2019.0
BOS,28,29.0,4.70,1471.0,1423,828,768,215,605,1633,33,76,103,1.379,8.7,1.3,3.7,10.0,2.70,1159,2019.0
CHC,33,31.1,4.10,1442.0,1376,717,657,195,534,1444,38,80,107,1.325,8.6,1.2,3.3,9.0,2.70,1147,2019.0
CHW,27,27.6,4.90,1412.2,1438,832,769,238,582,1312,33,51,94,1.430,9.2,1.5,3.7,8.4,2.25,1089,2019.0
CIN,26,28.2,4.18,1438.0,1270,711,668,214,536,1552,46,58,112,1.256,7.9,1.3,3.4,9.7,2.90,1032,2019.0
CLE,30,28.3,3.76,1437.2,1308,657,601,207,450,1508,42,62,126,1.223,8.2,1.3,2.8,9.4,3.35,1038,2019.0
COL,31,27.3,5.56,1448.2,1576,958,895,270,589,1264,28,57,93,1.494,9.8,1.7,3.7,7.9,2.15,1119,2019.0
DET,32,27.8,5.24,1433.0,1555,915,835,250,536,1368,31,69,91,1.459,9.8,1.6,3.4,8.6,2.55,1127,2019.0
HOU,26,29.9,3.66,1462.1,1205,640,595,230,448,1671,47,41,127,1.130,7.4,1.4,2.8,10.3,3.73,968,2019.0
KCR,30,27.9,5.20,1425.0,1525,869,824,221,582,1230,37,81,92,1.479,9.6,1.4,3.7,7.8,2.11,1163,2019.0
LAA,32,27.0,5.12,1442.2,1417,868,820,267,576,1404,32,82,91,1.381,8.8,1.7,3.6,8.8,2.44,1093,2019.0
LAD,26,28.9,3.37,1445.2,1201,613,541,185,392,1519,44,66,123,1.102,7.5,1.2,2.4,9.5,3.88,963,2019.0
MIA,26,26.5,4.74,1444.1,1340,808,760,236,615,1378,27,90,91,1.354,8.3,1.5,3.8,8.6,2.24,1106,2019.0
MIL,30,28.7,4.40,1459.1,1364,766,713,225,570,1497,50,60,102,1.325,8.4,1.4,3.5,9.2,2.63,1107,2019.0
MIN,31,28.2,4.18,1463.1,1456,754,680,198,452,1463,50,61,109,1.304,9.0,1.2,2.8,9.0,3.24,1102,2019.0
NYM,30,28.6,4.24,1461.0,1405,737,688,204,500,1520,38,60,97,1.304,8.7,1.3,3.1,9.4,3.04,1112,2019.0
NYY,33,30.2,4.31,1443.0,1374,739,691,248,507,1534,50,44,105,1.304,8.6,1.5,3.2,9.6,3.03,1065,2019.0
OAK,28,30.8,3.97,1465.0,1342,680,646,201,477,1299,45,66,108,1.242,8.2,1.2,2.9,8.0,2.72,1078,2019.0
PHI,34,28.4,4.53,1453.2,1452,794,731,258,546,1392,36,71,99,1.374,9.0,1.6,3.4,8.6,2.55,1119,2019.0
PIT,34,27.2,5.18,1440.0,1511,911,829,241,584,1443,31,85,84,1.455,9.4,1.5,3.7,9.0,2.47,1160,2019.0
SDP,34,26.3,4.60,1432.0,1394,789,732,215,463,1475,47,68,91,1.297,8.8,1.4,2.9,9.3,3.19,1075,2019.0
SEA,42,28.6,4.99,1439.1,1484,893,798,260,505,1239,34,51,88,1.382,9.3,1.6,3.2,7.7,2.45,1057,2019.0
SFG,35,28.9,4.38,1469.0,1395,773,715,227,519,1368,41,65,97,1.303,8.5,1.4,3.2,8.4,2.64,1076,2019.0
STL,23,27.8,3.80,1444.0,1284,662,609,191,545,1399,52,69,111,1.267,8.0,1.2,3.4,8.7,2.57,1074,2019.0
TBR,33,27.8,3.65,1474.1,1274,656,598,181,453,1621,46,60,122,1.171,7.8,1.1,2.8,9.9,3.58,1007,2019.0
TEX,36,28.3,5.06,1438.0,1515,878,808,241,583,1379,33,70,102,1.459,9.5,1.5,3.6,8.6,2.37,1162,2019.0
TOR,39,28.0,4.79,1440.1,1450,828,767,228,604,1332,33,69,95,1.426,9.1,1.4,3.8,8.3,2.21,1164,2019.0
WSN,31,30.8,4.27,1439.1,1340,724,683,202,517,1511,40,61,106,1.290,8.4,1.3,3.2,9.4,2.92,1092,2019.0
ARI,26,27.7,4.84,518.1,506,295,279,93,235,524,13,23,96,1.430,8.8,1.6,4.1,9.1,2.23,429,2020.0
ATL,29,28.5,4.41,524.1,494,288,257,69,220,506,13,33,108,1.362,8.5,1.2,3.8,8.7,2.30,415,2020.0
BAL,27,28.3,4.51,518.2,489,294,260,79,192,487,11,34,102,1.313,8.5,1.4,3.3,8.5,2.54,396,2020.0
BOS,30,29.1,5.58,524.0,587,351,325,98,252,537,14,31,85,1.601,10.1,1.7,4.3,9.2,2.13,466,2020.0
CHC,26,30.3,3.99,518.1,451,240,230,74,182,523,16,17,113,1.221,7.8,1.3,3.2,9.1,2.87,358,2020.0
CHW,28,27.6,3.81,527.0,448,246,223,71,217,523,13,23,118,1.262,7.7,1.2,3.7,8.9,2.41,408,2020.0
CIN,23,28.6,3.84,504.0,401,243,215,67,213,615,9,29,124,1.218,7.2,1.2,3.8,11.0,2.89,370,2020.0
CLE,18,27.6,3.29,536.0,440,209,196,68,157,621,20,27,140,1.114,7.4,1.1,2.6,10.4,3.96,359,2020.0
COL,24,27.3,5.59,526.1,579,353,327,83,205,393,16,40,95,1.490,9.9,1.4,3.5,6.7,1.92,403,2020.0
DET,23,26.6,5.63,492.1,511,318,308,91,192,444,11,34,84,1.428,9.3,1.7,3.5,8.1,2.31,379,2020.0
HOU,26,27.0,4.31,524.0,472,275,251,70,217,526,16,29,105,1.315,8.1,1.2,3.7,9.0,2.42,392,2020.0
KCR,27,27.1,4.30,517.0,500,272,247,76,211,517,19,29,108,1.375,8.7,1.3,3.7,9.0,2.45,410,2020.0
LAA,25,27.4,5.09,525.1,492,321,297,82,199,523,12,21,89,1.315,8.4,1.4,3.4,9.0,2.63,359,2020.0
LAD,21,27.6,3.02,538.2,424,213,181,66,145,517,15,21,141,1.056,7.1,1.1,2.4,8.6,3.57,343,2020.0
MIA,37,27.5,4.86,504.0,506,304,272,82,226,451,18,26,94,1.452,9.0,1.5,4.0,8.1,2.00,398,2020.0
MIL,24,28.0,4.16,517.1,446,264,239,67,189,614,14,35,110,1.227,7.8,1.2,3.3,10.7,3.25,370,2020.0
MIN,24,30.0,3.58,513.1,448,215,204,62,170,535,17,21,123,1.204,7.9,1.1,3.0,9.4,3.15,375,2020.0
NYM,25,29.2,4.98,513.1,511,308,284,81,219,574,11,29,86,1.422,9.0,1.4,3.8,10.1,2.62,414,2020.0
NYY,25,29.2,4.35,500.2,455,270,242,83,168,528,14,25,99,1.244,8.2,1.5,3.0,9.5,3.14,361,2020.0
OAK,19,29.9,3.77,515.1,471,232,216,69,165,506,17,15,111,1.234,8.2,1.2,2.9,8.8,3.07,386,2020.0
PHI,29,29.1,5.14,497.0,550,311,284,80,185,532,11,28,89,1.479,10.0,1.4,3.4,9.6,2.88,395,2020.0
PIT,29,27.7,4.68,513.0,451,298,267,80,249,536,6,37,97,1.365,7.9,1.4,4.4,9.4,2.15,390,2020.0
SDP,24,27.8,3.86,520.1,456,241,223,70,170,565,13,22,112,1.203,7.9,1.2,2.9,9.8,3.32,358,2020.0
SEA,29,26.6,5.03,516.2,482,303,289,79,230,469,15,37,85,1.378,8.4,1.4,4.0,8.2,2.04,396,2020.0
SFG,23,29.0,4.64,517.2,474,297,267,69,210,488,13,34,93,1.321,8.2,1.2,3.7,8.5,2.32,390,2020.0
